CASE_NUMBER,JOB_TITLE,SOC_CODE,SOC_TITLE,FULL_TIME_POSITION,BEGIN_DATE,END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,WORKSITE_ADDRESS1,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,PW_WAGE_LEVEL,Year,Quarter
I-200-25010-611102,Pediatric Critical Care Physician,29-1229.00,"physicians, all other",N,2025-02-01 00:00:00,2028-01-31 00:00:00,Orlando Health Medical Group Inc.,,92 W. Miller Street,Orlando,ORANGE,FL,32806,190,,Hour,,2025,Q2
I-200-25010-609769,Pediatric Hospitalist,29-1229.00,"physicians, all other",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,"Southeastern Intensivist Services, PC",,500 Hospital Drive,Warrenton,FAUQUIER,VA,20186,272160,,Year,II,2025,Q2
I-200-25010-611321,Allergy/Immunologist,29-1229.00,"physicians, all other",Y,2025-01-10 00:00:00,2028-01-09 00:00:00,Stormont-Vail HealthCare,,901 Garfield,Topeka,SHAWNEE,KS,66606,320000,,Year,II,2025,Q2
I-200-25010-611355,Senior Associate Consultant - Pulmonary/Critical Care,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Mayo Clinic ,,1221 Whipple St,Eau Claire,EAU CLAIRE,WI,54703,406220,,Year,IV,2025,Q2
I-200-25010-609586,Fellow - Critical Care Medicine/Internal Medicine,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2027-06-30 00:00:00,UPMC Medical Education,,UPMC Presbyterian,Pittsburgh,ALLEGHENY,PA,15213,76386,,Year,,2025,Q2
I-200-25010-610615,MD (Pulmonary & Critical Care Physicians),29-1229.00,"physicians, all other",Y,2025-01-27 00:00:00,2028-01-26 00:00:00,"Gundersen Lutheran Administrative Services, Inc.",,1900 South Ave.,La Crosse,LA CROSSE,WI,54601,455000,,Year,,2025,Q2
I-200-25010-609538,Attending Physician,29-1229.00,"physicians, all other",Y,2025-07-11 00:00:00,2028-07-10 00:00:00,University of Vermont Health Network Medical Group,,111 Colchester Ave,Burlington,CHITTENDEN,VT,05401,489887,,Year,,2025,Q2
I-200-25010-610931,Medical Resident - Anesthesiology,29-1229.00,"physicians, all other",Y,2025-06-30 00:00:00,2026-06-30 00:00:00,Henry Ford Health System,Henry Ford Health,2799 W. Grand Blvd.,Detroit,WAYNE,MI,48202,68902.8,,Year,I,2025,Q2
I-200-25010-610297,PHYSICIAN (HOSPITALIST),29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"RIVERSIDE PHYSICIAN SERVICES, INC. (D/B/A RIVERSIDE MEDICAL GROUP)",,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,NEWPORT NEWS CITY,VA,23601,305000,,Year,III,2025,Q2
I-200-25009-607263,Physician in a Post Graduate Training Program ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,The Brookdale Hospital Medical Center ,,585 Schenectady Avenue,Brooklyn,KINGS,NY,11203,76427.5,,Year,,2025,Q2
I-200-25009-606587,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,Not Applicable,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25010-608978,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-26 00:00:00,2028-06-25 00:00:00,Loma Linda - Inland Empire Consortium for Healthcare Education,Loma Linda University Health Education Consortium,11234 Anderson Street,Loma Linda,SAN BERNARDINO,CA,92354,83683,,Year,,2025,Q2
I-200-25009-607308,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,Not Applicable,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25009-608054,House Officer,29-1229.00,"physicians, all other",Y,2025-03-17 00:00:00,2028-03-16 00:00:00,THE BROOKDALE HOSPITAL MEDICAL CENTER,,One Brookdale Plaza,Brooklyn,KINGS,NY,11212,120000,,Year,I,2025,Q2
I-200-25009-607518,Palliative Care Physician,29-1229.00,"physicians, all other",Y,2025-06-23 00:00:00,2028-06-22 00:00:00,Sanford Clinic,,820 4th Street N,Fargo,CASS,ND,58102,98280,,Year,IV,2025,Q2
I-200-25009-607384,Pulmonary and Critical Care Physician,29-1229.00,"physicians, all other",Y,2025-07-11 00:00:00,2028-07-10 00:00:00,Asante Physician Partners,,500 SW Ramsey Avenue,Grants Pass,JOSEPHINE,OR,97527,240000,,Year,,2025,Q2
I-200-25009-606514,"Pulmonology Physician/Medical Director, Intensive Care Unit",29-1229.00,"physicians, all other",Y,2025-07-11 00:00:00,2028-07-10 00:00:00,Dartmouth-Hitchcock Clinic,,100 Hospital Dr.,Bennington,BENNINGTON,VT,05201,86382,430000,Year,III,2025,Q2
I-200-25009-608203,Clinical Assistant Professor,29-1229.00,"physicians, all other",Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Dean McGee Eye Institute,,608 Stanton L. Young Blvd,Oklahoma City,OKLAHOMA,OK,73104,270000,,Year,I,2025,Q2
I-200-25009-608748,Nephrologist,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"Arkansas Renal Group, PA",,ARG “ Hot Springs,Hot Spring,GARLAND,AR,71913,240000,280000,Year,II,2025,Q2
I-200-25009-607597,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-24 00:00:00,2028-06-23 00:00:00,"Oakwood Healthcare, Inc.",Corewell Health Dearborn Hospital,18101 Oakwood Boulevard,Dearborn,WAYNE,MI,48124,64722,,Year,II,2025,Q2
I-200-25009-607649,Medical Oncologist/Hematologist,29-1229.00,"physicians, all other",Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Sanford Clinic,,820 4th Street N,Fargo,CASS,ND,58102,98280,,Year,IV,2025,Q2
I-200-25009-606719,Transplant Hepatologist,29-1229.00,"physicians, all other",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,Geisinger Clinic,,Geisinger Medical Center,Danville,MONTOUR,PA,17822,410509,819166,Year,II,2025,Q2
I-200-25009-606589,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,NOT APPLICABLE,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25009-605821,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-26 00:00:00,2028-06-25 00:00:00,Loma Linda - Inland Empire Consortium for Healthcare Education,Loma Linda University Health Education Consortium,11234 Anderson Street,Loma Linda,SAN BERNARDINO,CA,92354,83683,,Year,,2025,Q2
I-200-25008-603529,Clinical Assistant Professor,29-1229.00,"physicians, all other",Y,2025-02-03 00:00:00,2028-02-02 00:00:00,UNIVERSITY OF FLORIDA,,2015 N. Jefferson Street,Jacksonville,DUVAL,FL,32206,352480,352481,Year,II,2025,Q2
I-200-25008-603920,Interventional Cardiologist,29-1229.00,"physicians, all other",Y,2025-06-21 00:00:00,2028-06-20 00:00:00,"Great River Health System, Inc.",,1221 South Gear Avenue,West Burlington,DES MOINES,IA,52655,700000,,Year,,2025,Q2
I-200-25008-604675,Attending Physician Hospitalist/Nocturnist,29-1229.00,"physicians, all other",Y,2025-01-20 00:00:00,2028-01-19 00:00:00,University of Vermont Health Network - Champlain Valley Physicians Hospital,,75 Beekman Street,Plattsburgh,CLINTON,NY,12901,332078,,Year,II,2025,Q2
I-200-25008-604917,Physician,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"City of Hope Medical Group, Inc.",,1000 Fivepoint,Irvine,ORANGE,CA,92618,441600,,Year,II,2025,Q2
I-200-25008-603490,Clinical Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MAYO CLINIC,,Mayo Clinic,Scottsdale,MARICOPA,AZ,85259,78479,78480,Year,,2025,Q2
I-200-25008-605403,Endocrinologist,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"University Physicians & Surgeons, Inc.",Marshall Health,1249 15th Street,Huntington,CABELL,WV,25701,120.19,,Hour,II,2025,Q2
I-200-25009-605775,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-25 00:00:00,2028-06-24 00:00:00,Loma Linda - Inland Empire Consortium for Healthcare Education,Loma Linda University Health Education Consortium,11234 Anderson Street,Loma Linda,SAN BERNARDINO,CA,92354,83683,,Year,,2025,Q2
I-200-25009-605769,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-25 00:00:00,2028-06-24 00:00:00,Loma Linda - Inland Empire Consortium for Healthcare Education,Loma Linda University Health Education Consortium,11234 Anderson Street,Loma Linda,SAN BERNARDINO,CA,92354,83683,,Year,,2025,Q2
I-200-25008-603151,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,NOT APPLICABLE,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25008-602874,Hematology and Medical Oncology Physician,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MyMichigan Medical Center Sault,,509 Osborn Boulevard,Sault Ste. Marie,CHIPPEWA,MI,49783,600000,,Year,IV,2025,Q2
I-200-25008-603306,Physician in a Post Graduate Training Program,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,BronxCare Health System,,1650 Grand Concourse,Bronx,BRONX,NY,10457,100689,,Year,,2025,Q2
I-200-25008-605266,Faculty Physician,29-1229.00,"physicians, all other",Y,2025-06-24 00:00:00,2028-06-23 00:00:00,Dignity Health,,240 W. Thomas Road,Phoenix,MARICOPA,AZ,85013,233938,260000,Year,IV,2025,Q2
I-200-25008-603160,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,NOT APPLICABLE,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25008-605126,Resident Physician,29-1229.00,"physicians, all other",Y,2025-04-01 00:00:00,2028-03-31 00:00:00,University of Arkansas for Medical Sciences,,4301 W. Markham St.,Little Rock,PULASKI,AR,72205,64490,,Year,I,2025,Q2
I-200-25008-604116,Endocrinologist,29-1229.00,"physicans, all other",Y,2025-01-10 00:00:00,2028-01-09 00:00:00,"TidalHealth Specialty Care, LLC",,1664 Woodbrooke Drive,Salisbury,WICOMICO,MD,21804,270000,,Year,,2025,Q2
I-200-25008-603396,Hematology/Oncology Physician,29-1229.00,"physicians, all other",Y,2025-02-01 00:00:00,2028-01-05 00:00:00,Bon Secours Medical Group Greenville Specialty Care LLC,,104 Innovation Drive,Greenville,GREENVILLE,SC,29607,239200,500000,Year,,2025,Q2
I-200-25008-603238,Physician,29-1229.00,"physicians, all other",Y,2025-01-13 00:00:00,2028-01-12 00:00:00,Banner Medical Group,,1233 E. 2nd Street,Casper,NATRONA,WY,82601,385000,,Year,,2025,Q2
I-200-25007-599297,Physician in a Post Graduate Training Program,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,BronxCare Health System,,1650 Grand Concourse,Bronx,BRONX,NY,10457,96970,,Year,,2025,Q2
I-200-25007-601177,Fellow PGY-7,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Cedars-Sinai Medical Center,,8700 Beverly Blvd.,Los Angeles,LOS ANGELES,CA,90048,97219,,Year,II,2025,Q2
I-200-25007-600878,Pediatric Critical Care Physician,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,"University Physicians & Surgeons, Inc.",Marshall Health,1340 Hal Greer Blvd.,Huntington,CABELL,WV,25701,115,,Hour,II,2025,Q2
I-200-25008-602152,Resident Physician,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Loma Linda - Inland Empire Consortium for Healthcare Education,Loma Linda University Health Education Consortium,11234 Anderson Street,Loma Linda,SAN BERNARDINO,CA,92354,80474,,Year,,2025,Q2
I-200-25007-600954,Assistant Professor,29-1229.00,"physicians, all other",Y,2025-02-24 00:00:00,2028-02-23 00:00:00,Oregon Health & Science University,,3181 SW Sam Jackson Park Road,Portland,MULTNOMAH,OR,97239,235414,283737,Year,IV,2025,Q2
I-200-25007-599594,HOSPITALIST,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,NORTHWELL HEALTH,,475 SEAVIEW AVENUE,STATEN ISLAND,RICHMOND,NY,10305,250000,,Year,III,2025,Q2
I-200-25007-599895,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,NOT APPLICABLE,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25007-599380,Medical Resident,29-1229.00,"physicians, all other",Y,2025-05-01 00:00:00,2028-04-30 00:00:00,UNIVERSITY OF KANSAS MEDICAL CENTER,,3901 Rainbow Blvd.,Kansas City,WYANDOTTE,KS,66160,65217,,Year,I,2025,Q2
I-200-25007-599489,Medical Fellow,29-1229.00,"physicians, all other",Y,2025-02-23 00:00:00,2028-02-22 00:00:00,University of Arkansas for Medical Sciences,,4301 W Markham,Little Rock,PULASKI,AR,72205,73068,,Year,I,2025,Q2
I-200-25008-602177,Resident Physician,29-1229.00,"physicians, all other",Y,2025-06-24 00:00:00,2028-06-23 00:00:00,Loma Linda - Inland Empire Consortium for Healthcare Education,Loma Linda University Health Education Consortium,11234 Anderson Street,Loma Linda,SAN BERNARDINO,CA,92354,80474,,Year,,2025,Q2
I-200-25007-599402,Endocrinologist,29-1229.00,"physicians, all other",N,2025-03-02 00:00:00,2028-03-01 00:00:00,"Baystate Medical Practices, Inc.",,Baystate Medical Center,Springfield,HAMPDEN,MA,01199,118.85,,Hour,III,2025,Q2
I-200-25007-601092,Physician - Endocrinologist,29-1229.00,"physicians, all other",Y,2025-03-23 00:00:00,2028-03-22 00:00:00,Clement J. Zablocki VA Medical Center,,5000 W. National Ave.,Milwaukee,MILWAUKEE,WI,53295,108.17,,Hour,I,2025,Q2
I-200-25006-598204,"Neonatologist, Neonatal Hemodynamics Specialist",29-1229.00,"physicians, all other",Y,2025-03-01 00:00:00,2028-02-29 00:00:00,Children's Health Care,Children's Minnesota,2525 Chicago Ave S.,Minneapolis,HENNEPIN,MN,55404,312339,,Year,,2025,Q2
I-200-25006-596840,Intensivist/Physician,29-1229.00,"physicians, all other",Y,2025-02-07 00:00:00,2028-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,288000,,Year,,2025,Q2
I-200-25006-598032,Intensivist/Physician,29-1229.00,"physicians, all other",Y,2025-02-07 00:00:00,2028-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,439200,,Year,,2025,Q2
I-200-25006-596143,Geriatric Physician,29-1229.00,"physicians, all other",Y,2025-02-01 00:00:00,2028-01-31 00:00:00,Community Health Center of Buffalo Inc.,CHC Buffalo,34 Benwood Ave.,Buffalo,ERIE,NY,14214,88.95,,Hour,III,2025,Q2
I-200-25006-595887,NEUROHOSPITALIST,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,THE HEALTHCARE AUTHORITY FOR BAPTIST HEALTH AN AFFILIATE OF UAB HEALTH,BAPTIST HEALTH NEUROHOSPITALIST PROGRAM,2105 East South Boulevard,MONTGOMERY,MONTGOMERY,AL,36116,330000,,Year,,2025,Q2
I-200-25006-597691,Medical Director,29-1229.00,"physicians, all other",N,2025-01-14 00:00:00,2028-01-13 00:00:00,"Shed It! Weight Loss Center, LLC",,2211 Shed Rd,Bossier City,BOSSIER,LA,71111,230,,Hour,,2025,Q2
I-200-25006-595993,PHYSICIAN-PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,ST. BARNABAS HOSPITAL,NOT APPLICABLE,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25006-596295,Clinical Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MAYO CLINIC,,Mayo Clinic,Scottsdale,MARICOPA,AZ,85259,103188,103189,Year,,2025,Q2
I-200-25006-595999,Physician PGY,29-1229.00,"physicians, all other",Y,2025-06-20 00:00:00,2028-06-19 00:00:00,St. Barnabas Hospital,,St. Barnabas Hospital,Bronx,BRONX,NY,10457,76343,,Year,,2025,Q2
I-200-25006-595666,Assistant Professor/Physician (Rheumatology),29-1229.00,"physicians, all other",Y,2025-07-06 00:00:00,2028-07-05 00:00:00,Dartmouth-Hitchcock Clinic,,One Medical Center Dr.,Lebanon,LEBANON CITY,NH,03756,74464,300000,Year,II,2025,Q2
I-200-25006-597592,Neuro-Hospitalist,29-1229.00,"physicians, all other",Y,2025-03-07 00:00:00,2028-03-06 00:00:00,Orlando Health Medical Group Inc.,,52 W Underwood Street,Orlando,ORANGE,FL,32806,330000,,Year,,2025,Q2
I-200-25006-597130,Fellow - Geriatric Medicine/Internal Medicine,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,UPMC Medical Education,,UPMC Presbyterian,Pittsburgh,ALLEGHENY,PA,15213,76386,,Year,,2025,Q2
I-200-25006-597701,Hospitalist-Internal Medicine Physician,29-1229.00,"physicians, all other",Y,2025-01-15 00:00:00,2028-01-14 00:00:00,The Healthcare Authority of the City of Greenville “L V Stabler Hospital,Regional Medical Center of Central Alabama,29 L.V. STABLER DRIVE,GREENVILLE,BUTLER,AL,36037,150,,Hour,II,2025,Q2
I-200-25006-597923,Intensivist/Physician,29-1229.00,"physicians, all other",Y,2025-02-07 00:00:00,2028-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,439200,,Year,,2025,Q2
I-200-25006-596866,Hospitalist/Physician,29-1229.00,"physicians, all other",Y,2025-02-07 00:00:00,2027-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,230,,Hour,,2025,Q2
I-200-25006-598108,Intensivist/Physician,29-1229.00,"physicians, all other",Y,2025-02-07 00:00:00,2028-02-06 00:00:00,Inhospital Physicians Corp,,211 4th St,Alexandria,RAPIDES,LA,71301,439200,,Year,,2025,Q2
I-200-25006-597906,Nephrologist,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,High Desert Nephrology Associates,High Desert Vascular Access Center,1551 S. Second St.,Gallup,MCKINLEY,NM,87301,169853,329659,Year,I,2025,Q2
I-200-25004-594695,Assistant Professor of Clinical Medicine,29-1229.00,"physicians, all other",N,2025-03-01 00:00:00,2028-02-29 00:00:00,Indiana University Indianapolis,,"IU Health Saxony Hospital, 13000 E. 136th Street",Fishers,HAMILTON,IN,46037,114,,Hour,II,2025,Q2
I-200-25004-594700,Assistant Professor of Clinical Medicine,29-1229.00,"physicians, all other",N,2025-03-01 00:00:00,2028-02-29 00:00:00,IU Health Care Associates,dba IU Health Medical Group,"IU Health Saxony Hospital, 13000 E. 136th Street",Fishers,HAMILTON,IN,46037,114,,Hour,II,2025,Q2
I-200-25003-592284,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,Northwell Health,,300 Community Drive,Manhasset,NASSAU,NY,11030,100000,,Year,I,2025,Q2
I-200-25003-592733,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2027-06-30 00:00:00,Northwell Health,,301 East Main Street,Bay Shore,SUFFOLK,NY,11706,91785,,Year,,2025,Q2
I-200-25003-592440,Medical Resident,29-1229.00,"physicians, all other",Y,2025-06-17 00:00:00,2025-06-25 00:00:00,The Mary Imogene Bassett Hospital,,One Atwell Road,Cooperstown,OTSEGO,NY,13326,72689,,Year,I,2025,Q2
I-200-25003-592727,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Northwell Health,,270-05 76th Avenue,New Hyde Park,NASSAU,NY,11040,89775,,Year,,2025,Q2
I-200-25003-592732,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,Northwell Health,,270-05 76th Avenue,New Hyde Park,NASSAU,NY,11040,89775,,Year,,2025,Q2
I-200-25003-592943,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Northwell Health,,100 E 77th Street,New York,NEW YORK,NY,10075,89775,,Year,,2025,Q2
I-200-25003-592779,Consultant “ Colon & Rectal Surgery,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Mayo Clinic ,,200 1st Street SW,Rochester,OLMSTED,MN,55905,545250,,Year,IV,2025,Q2
I-200-25003-592717,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,Northwell Health,,8900 Van Wyck Expy,Richmond Hill,QUEENS,NY,11418,98000,,Year,,2025,Q2
I-200-25003-592716,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Northwell Health,,270-05 76th Avenue,New Hyde Park,NASSAU,NY,11042,89775,,Year,,2025,Q2
I-200-25003-592723,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Northwell Health,,270-05 76th Avenue,New Hyde Park,NASSAU,NY,11040,89775,,Year,,2025,Q2
I-200-25003-593809,"Physician, Family Medicine Resident",29-1229.00,"physicians, all other",Y,2025-06-19 00:00:00,2025-06-30 00:00:00,Rockford Health Physicians,Mercyhealth Physicians,8201 E. Riverside Blvd,Rockford,WINNEBAGO,IL,61114,68250,,Year,,2025,Q2
I-200-25003-592745,Resident/fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,Northwell Health,,270-05 76th Avenue,New Hyde Park,NASSAU,NY,11042,98000,,Year,,2025,Q2
I-200-25003-591537,Structural Heart Disease Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,Henry Ford Health System,Henry Ford Health,2799 W. Grand Blvd.,Detroit,WAYNE,MI,48202,84793.51,,Year,III,2025,Q2
I-200-25003-592288,Medical Resident,29-1229.00,"physicians, all other",Y,2025-06-17 00:00:00,2025-06-25 00:00:00,The Mary Imogene Bassett Hospital,,One Atwell Road,Cooperstown,OTSEGO,NY,13326,72689,,Year,I,2025,Q2
I-200-25003-592216,Medical Resident,29-1229.00,"physicians, all other",Y,2025-06-17 00:00:00,2025-06-25 00:00:00,The Mary Imogene Bassett Hospital,,One Atwell Road,Cooperstown,OTSEGO,NY,13326,72689,,Year,I,2025,Q2
I-200-25003-593401,Physician and Medical Director,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,USACS Medical Group Ltd.,,1144 N. Road St.,Elizabeth City,PASQUOTANK,NC,27909,135,,Hour,IV,2025,Q2
I-200-25003-593128,Anesthesiology Resident,29-1229.00,"physicians, all other",Y,2025-06-30 00:00:00,2028-06-29 00:00:00,Henry Ford Health System,Henry Ford Health,2799 W. Grand Blvd.,Detroit,WAYNE,MI,48202,64126.32,,Year,I,2025,Q2
I-200-25003-592558,Chief Medical Resident,29-1229.00,"physicians, all other",Y,2025-06-17 00:00:00,2026-06-16 00:00:00,The Mary Imogene Bassett Hospital,,One Atwell Road,Cooperstown,OTSEGO,NY,13326,72689,,Year,I,2025,Q2
I-200-25003-592737,Resident/Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2027-06-30 00:00:00,Northwell Health,,270-05 76th Avenue,New Hyde Park,NASSAU,NY,11040,89775,,Year,,2025,Q2
I-200-25003-593948,Nephrologist,29-1229.00,"physicians, all other",Y,2025-01-20 00:00:00,2028-01-19 00:00:00,"Peninsula Nephrology Associates, P.A.",,1821 Sweetbay Drive,Salisbury,WICOMICO,MD,21804,250000,,Year,,2025,Q2
I-200-25003-592581,Medical Resident/ Fellow,29-1229.00,"physicians, all other",Y,2025-06-17 00:00:00,2028-06-16 00:00:00,University of Arkansas for Medical Sciences,,4301 W. Markham St,Little Rock,PULASKI,AR,72205,75865,,Year,I,2025,Q2
I-200-25002-588588,Clinical Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MAYO CLINIC,,Mayo Clinic,Scottsdale,MARICOPA,AZ,85259,109194,109195,Year,,2025,Q2
I-200-25002-588300,Physician ,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UNMC Physicians ,Nebraska Medicine ,600 South 42nd Street,Omaha,DOUGLAS,NE,68198,214467,,Year,I,2025,Q2
I-200-25002-588081,Nephrologist,29-1229.00,"physicians, all other",Y,2025-06-01 00:00:00,2028-05-31 00:00:00,Nephrology Associates of Central Kentucky,,210 W. John Fitch Avenue,Bardstown,NELSON,KY,40004,250000,,Year,,2025,Q2
I-200-25002-589442,Physician ,29-1229.00,"physicians, all other",Y,2025-06-17 00:00:00,2028-06-16 00:00:00,UNMC Physicians ,Nebraska Medicine ,600 South 42nd Street,Omaha,DOUGLAS,NE,68198,185000,,Year,I,2025,Q2
I-200-25002-589310,PHYSICIAN,29-1229.00,"physicians, all other",Y,2025-01-06 00:00:00,2028-01-05 00:00:00,SAINT FRANCIS HEALTH SYSTEM,,300 EDNA ROCKEFELLER DRIVE,MUSKOGEE,MUSKOGEE,OK,74401,240000,,Year,II,2025,Q2
I-200-25002-590147,Physician ,29-1229.00,"physicians, all other",Y,2025-06-17 00:00:00,2028-06-16 00:00:00,UNMC Physicians ,Nebraska Medicine ,600 South 42nd Street,Omaha,DOUGLAS,NE,68198,118000,,Year,I,2025,Q2
I-200-25002-590596,Pulmonary/Critical Care Physician,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,Spectrum Health Primary Care Partners,Corewell Health Medical Group West,4100 Lake Dr. SE,Grand Rapids,KENT,MI,49546,150000,280874,Year,III,2025,Q2
I-200-25002-588776,Clinical Resident,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,MAYO CLINIC,,Mayo Clinic,Jacksonville,DUVAL,FL,32224,74992,82717,Year,,2025,Q2
I-200-25002-589045,Andrology Fellow,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2026-06-30 00:00:00,Henry Ford Health System,Henry Ford Health,2799 W. Grand Blvd.,Detroit,WAYNE,MI,48202,71000,,Year,III,2025,Q2
I-200-25002-588386,Fellow - Cardiovascular Disease,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,UPMC Medical Education,,UPMC Harrisburg,Harrisburg,DAUPHIN,PA,17101,76386,,Year,,2025,Q2
I-200-25002-587460,Physician in a Post Graduate Training Program,29-1229.00,"physicians, all other",Y,2025-07-01 00:00:00,2028-06-30 00:00:00,BronxCare Health System,,1650 Grand Concourse,Bronx,BRONX,NY,10457,83796,,Year,,2025,Q2
